06-05-100-0122580,Air,PCBs,0.753,1,kg,2015
14-70-50638436164,Water,PCBs,0.8,1,kg,2012
14-70-63809683116,Air,PCBs,0.835,1,kg,2008
14-70-14600000000,Water,PCBs,0.9,1,kg,2009
03-07-07070168330,Air,PCBs,0.9,1,kg,2007
14-70-14600000000,Water,PCBs,0.9,1,kg,2011
14-50-63809683116,Air,PCBs,0.97,1,kg,2007
14-70-14600000000,Water,PCBs,1.0,1,kg,2010
14-70-50638436164,Water,PCBs,1.0,1,kg,2013
06-08-1185100000005,Water,Hg,1.01,1,kg,2008
06-08-1185100000005,Water,Hg,1.01,1,kg,2015
06-08-1185100000005,Water,Hg,1.01,1,kg,2014
06-05-700-9962853,Water,Hg,1.01,1,kg,2008
03-09-09091759760,Water,Hg,1.02,1,kg,2009
06-09-177-2105-0001,Water,Hg,1.02,1,kg,2007
07-05-8491296,Water,Diuron,1.02,1,kg,2015
06-05-300-0210474,Water,Diuron,1.02,1,kg,2015
11880,Water,Hg,1.02,1,kg,2010
06-10-0076921,Water,Hg,1.02,1,kg,2008
06-05-900-0884101,Water,Hg,1.02,1,kg,2007
06-05-300-9046923,Water,TCM,1.02,1,kg,2008
06-05-900-9067979,Water,Hg,1.03,1,kg,2010
14-60-41120000000,Water,Hg,1.03,1,kg,2008
14-04-41120000000,Water,Hg,1.03,1,kg,2007
03-07-07070500510,Water,Hg,1.03,1,kg,2009
06-05-300-8000215,Water,Hg,1.03,1,kg,2007
06-00453010412,Water,Fluoranthene,1.04,1,kg,2009
06-09-676-8000-0001,Water,Hg,1.04,1,kg,2015
06-10-0076921,Water,Hg,1.04,1,kg,2013
06-09-171-0002--C01,Water,Hg,1.04,1,kg,2007
06-09-177-2105-0001,Water,Hg,1.04,1,kg,2011
14-60-41120000000,Water,Hg,1.05,1,kg,2009
03-09-09091271580,Water,Hg,1.05,1,kg,2013
06-10-0076921,Water,Hg,1.06,1,kg,2010
03-09-09091271580,Water,Hg,1.06,1,kg,2009
06-10-0084752,Water,Hg,1.06,1,kg,2011
06-00280230534,Water,Hg,1.06,1,kg,2008
06-05-100-9021998,Water,Isoproturon,1.06,1,kg,2014
03-09-09091759760,Water,Hg,1.07,1,kg,2011
03-09-09091271580,Water,Hg,1.07,1,kg,2010
06-08-905100000556,Water,Isoproturon,1.07,1,kg,2015
06-08-4175100000024,Water,Hg,1.07,1,kg,2011
06-09-177-2105-0001,Water,Hg,1.07,1,kg,2009
06-08-1185100000005,Water,Hg,1.08,1,kg,2012
06-05-100-9021994,Water,DEHP,1.08,1,kg,2014
03-09-09091271580,Water,Hg,1.08,1,kg,2012
03-07-07070500510,Water,Hg,1.08,1,kg,2011
06-10-0084752,Water,Hg,1.09,1,kg,2009
03-09-09261732970,Water,Hg,1.09,1,kg,2011
06-09-177-2105-0001,Water,Hg,1.09,1,kg,2012
03-09-09091759760,Water,Hg,1.09,1,kg,2010
06-05-100-9008609,Water,Hg,1.09,1,kg,2007
06-05-100-9008609,Water,Hg,1.09,1,kg,2009
03-09-09261732970,Water,Hg,1.09,1,kg,2007
03-09-09091759760,Water,Hg,1.09,1,kg,2008
06-09-676-8000-0001,Water,Hg,1.1,1,kg,2007
12-60691660000,Water,Hg,1.1,1,kg,2010
06-08-4175100000023,Water,Hg,1.1,1,kg,2010
06-05-100-9021998,Water,Diuron,1.1,1,kg,2014
06-05-900-9002210,Water,Hg,1.1,1,kg,2012
16-30-30400018001,Water,Hg,1.1,1,kg,2013
01-20-04000540467,Water,HCB,1.1,1,kg,2007
06-09-761-0088-0001,Water,Hg,1.1,1,kg,2009
14-70-14600000000,Water,Isoproturon,1.1,1,kg,2008
06-05-100-0249783,Water,Hg,1.1,1,kg,2013
06-09-761-0088-0001,Water,Hg,1.1,1,kg,2014
06-05-100-0888309,Water,Hg,1.1,1,kg,2011
16939,Water,Hg,1.1,1,kg,2014
06-05-100-0249783,Water,Hg,1.1,1,kg,2014
07-04-6200691,Water,Hg,1.1,1,kg,2009
16-30-30400018001,Water,Hg,1.1,1,kg,2011
06-09-178-0711-0001,Water,Diuron,1.1,1,kg,2015
06-05-900-0174410,Water,Hg,1.1,1,kg,2013
03-03-03031438590,Water,DEHP,1.11,1,kg,2015
